ID,MP Name,Nature of membership,Start of Term,End of Term,Number of terms,Constituency,State,Political party,Gender,Educational qualifications,Educational qualifications - details,Age,Debates,Private Member Bills,Questions,Attendance,Notes,National Debates average,National Private Member Bills average,National Questions average,National Attendance average,State's Debates average,State's Private Member Bills average,State Questions,State's Attendance average,,House
2263,R. Vaithilingam,Elected,"Thursday, June 30, 2016",In office,First Term,Tamil Nadu,,All India Anna Dravida Munnetra Kazhagam,Male,Graduate,"B.A. from University of Madras, Presidency College, Chennai",64,17,0,357,48%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),55.7,0.9,188,79,82.6,0.5,257,75%,,Rajya Sabha
2264,R.C. Singh,Elected,"Wednesday, June 25, 2008","Monday, April 2, 2012",First Term,West Bengal,,Communist Party of India,Male,Inter/ Higher Secondary,"Higher Secondary, Certificate in Mining Educated at D.A.V. School, Mau, Janta Degree College, Ranipur, Mau, Uttar Pradesh and Indian School of Mines, Dhanbad",75,92,3,601,96%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),24,0.6,182,79,35,0.4,117,72%,,Rajya Sabha
2265,R.K. Dhawan,Elected,"Thursday, July 8, 2004","Wednesday, July 7, 2010",Second Term,Bihar,,Indian National Congress,Male,Graduate,"Graduate, Educated at Panjab University, Chandigarh",82,0,0,0,84%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),10.1,0.3,78,79,12.7,0,94,79%,,Rajya Sabha
2266,R.S. Bharathi,Elected,"Thursday, June 30, 2016",In office,First Term,Tamil Nadu,,Dravida Munnetra Kazhagam,Male,Professional Graduate,BA.BL. from Madras University,72,25,0,0,74%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),55.7,0.9,188,79,82.6,0.5,257,75%,,Rajya Sabha
2267,Raashid Alvi,Elected,"Monday, April 3, 2006","Monday, April 2, 2012",Second Term,Andhra Pradesh,,Indian National Congress,Male,Professional Graduate,"B.Sc., LL.B. Educated at K.G.K. College, Moradabad (Uttar Pradesh)",63,13,0,59,98%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),24,0.6,182,79,26.4,1.3,333,77%,,Rajya Sabha
2268,Rabinarayan Mohapatra,Elected,"Wednesday, April 4, 2012","Friday, May 30, 2014",First Term,Odisha,,Biju Janata Dal,Male,Graduate,"B.A. Educated at B.C. High School, Ranpur and Autonomous Nayagarh College, Nayagarh, Odisha",62,12,0,30,84%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),16.2,0.4,111,79,20.3,0.5,85,77%,,Rajya Sabha
2269,Radhakant Nayak,Elected,"Friday, July 2, 2004","Thursday, July 1, 2010",First Term,Odisha,,Indian National Congress,Male,Doctorate,"B.A., M.A., Ph.D. Educated at Q.M. School, Berhampur, Khallikote College, Berhampur, Ravenshaw College, Cuttack and Utkal University, Bhubaneswar Conferred of Honorary Doctorate (Honoris Causa) by New England College (University), Henniker, New Hampshire,",80,4,0,0,82%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),10.1,0.3,78,79,11.6,0,74,77%,,Rajya Sabha
2270,Raghunandan Sharma,Elected,"Thursday, April 10, 2008","Wednesday, April 9, 2014",First Term,Madhya Pradesh,,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Political Science) Educated at Vikram University, Ujjain",73,23,0,409,88%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,67.1,2.5,519,84%,,Rajya Sabha
636298,Raghunath Mohapatra,Nominated,"Saturday, July 14, 2018",In office,First Term,,,Bharatiya Janata Party,Male,Information not available,Information not available,76,1,0,0,94%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),29.1,0.4,75,79,22.4,0.5,34,74%,,Rajya Sabha
2271,Rahul Bajaj,Elected,"Tuesday, June 20, 2006","Sunday, July 4, 2010",First Term,Maharashtra,,Independent,Male,Professional Post Graduate,"B.A.(Hons.), LL.B., M.B.A. Educated at Delhi University, Bombay University and Harvard University (U.S.A.)",81,17,0,57,88%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),10.1,0.3,78,79,10.6,0.1,89,75%,,Rajya Sabha
2272,Raj Babbar,Elected,"Saturday, March 14, 2015",In office,Second Term,Uttarakhand,,Indian National Congress,Male,Graduate,"Graduate in Theatre; Educated at National School of Drama, New Delhi",67,36,0,86,68%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),74.8,1.2,258,79,50.1,0.9,182,89%,,Rajya Sabha
2273,Raj Mohinder Singh Majitha,Elected,"Monday, July 5, 2004","Sunday, July 4, 2010",Second Term,Punjab,,Shiromani Akali Dal,Male,Graduate,"B.A. Educated at Khalsa College, Amritsar (Punjab) B.A. Educated at Khalsa College, Amritsar (Punjab)",80,4,0,259,48%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),10.1,0.3,78,79,3.3,0,79,82%,,Rajya Sabha
2274,Rajani Patil,Elected,"Thursday, January 10, 2013","Monday, April 2, 2018",First Term,Maharashtra,,Indian National Congress,Female,Graduate,"B.A. (German Language) Educated at University of Pune, Pune, Maharashtra",61,126,0,803,91%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),71.1,1,289,79,65.2,3.2,441,75%,,Rajya Sabha
2275,Rajaram,Elected,"Wednesday, November 26, 2014",In office,Second Term,Uttar Pradesh,,Bahujan Samaj Party,Male,Post Graduate,"Post Graduate Educated at Kashi Vidyapeeth, Varanasi",51,25,0,0,89%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),131.3,2.4,601,79,147.9,2.2,497,82%,,Rajya Sabha
2276,Rajeev Chandrasekhar,Elected,"Tuesday, April 3, 2018",In office,Third Term,Karnataka,,Bharatiya Janata Party,Male,Post Graduate,"B.E. (Electrical Engg.), Masters in Computer Science, Advanced Management Programme Educated at Manipal Institute of Technology, Manipal (Karnataka), Illinois Institute of Technology, Chicago and Harvard University, Boston (U.S.A.)",55,84,12,1068,74%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),131.1,2.4,589,79,95.5,2.9,517,73%,,Rajya Sabha
2277,Rajeev Shukla,Elected,"Monday, April 3, 2006","Monday, April 2, 2018",Third Term,Maharashtra,,Indian National Congress,Male,Post Graduate,"M.A., LL.B. Educated at P.P.N. College, Kanpur University, Christ Church College, Kanpur University and V.S.S.D. College of Law, Kanpur University",60,129,0,357,91%,"This MP was a minister from Jul, 2011 to April 2014. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 25th Mar, 2011 and from May 2014 onwards. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",102.1,2,523,79,95.8,4,759,75%,,Rajya Sabha
2278,Rajiv Pratap Rudy (RS),Elected,"Friday, July 4, 2008","Friday, May 16, 2014",Second Term,Bihar,,Bharatiya Janata Party,Male,Post Graduate,"B.A. (Hons.) (Eco.), M.A. (Eco.), LL.B., Commercial Pilot Licence Educated at St. Michaels High School, Patna (Bihar), Government College and Panjab University, Chandigarh",57,37,0,398,90%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,59.2,0.1,386,79%,,Rajya Sabha
2279,Rajkumar Dhoot,Elected,"Thursday, April 3, 2014",In office,Third Term,Maharashtra,,Shiv Sena,Male,Graduate,"B.Com.(Hons.) Educated at S.B. College, Aurangabad (Maharashtra)",64,9,33,1523,51%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),131.3,2.4,601,79,118.4,5.2,860,75%,,Rajya Sabha
591487,Rajmani Patel,Elected,"Tuesday, April 3, 2018",In office,First Term,Madhya Pradesh,,Indian National Congress,Male,Information not available,Information not available,73,57,0,153,91%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),29.1,0.4,78,79,26.6,0.1,80,84%,,Rajya Sabha
2280,Rajniti Prasad,Elected,"Monday, April 3, 2006","Monday, April 2, 2012",First Term,Bihar,,Rashtriya Janata Dal,Male,Professional Graduate,"B.A., LL.B. Educated at RD&DJ College, Munger, Bhagalpur University, Bihar and Patna Law College, Patna University, Bihar",73,101,0,141,83%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),24,0.6,182,79,32.7,0.1,238,79%,,Rajya Sabha
2281,Rajpal Singh Saini,Elected,"Monday, July 5, 2010","Monday, July 4, 2016",First Term,Uttar Pradesh,,Bahujan Samaj Party,Male,Graduate,"Graduate ; Educated at D.A.V. Inter College Budhana, Muzaffarnagar, Shri Chandan Lal National Inter College, Kandhla and S.D. Degree College, Muzaffarnagar, Uttar Pradesh",66,19,0,0,98%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),65.5,1.2,335,79,71.7,1.6,259,82%,,Rajya Sabha
636299,Rakesh Sinha,Nominated,"Saturday, July 14, 2018",In office,First Term,,,Bharatiya Janata Party,Male,Information not available,Information not available,55,41,2,105,97%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),29.1,0.4,75,79,22.4,0.5,34,74%,,Rajya Sabha
2282,Ram Dayal Munda,Nominated,"Monday, March 22, 2010","Friday, September 30, 2011",First Term,,,Independent,Male,Doctorate,"M.A., Ph.D., Educated at Ranchi University, Ranchi and University of Chicago, U.S.A.",80,0,0,0,62%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),11.6,0.4,90,79,5.3,0,41,74%,,Rajya Sabha
2283,Ram Gopal Yadav,Elected,"Wednesday, November 26, 2014",In office,Fourth Term,Uttar Pradesh,,Samajwadi Party,Male,Doctorate,"M. Sc. (Physics), M.A. (Political Science), Ph. D., Educated at Agra University, Agra and Kanpur University, Kanpur",73,274,0,0,84%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),131.3,2.4,601,79,147.9,2.2,497,82%,,Rajya Sabha
2284,Ram Jethmalani,Elected,"Friday, July 8, 2016","Sunday, September 8, 2019",Sixth Term,Bihar,,Independent,Male,Graduate,"LL.M. Educated at S.C. Shahani Law College, Karachi",95,16,0,510,65%,"This MP has been re-elected/nominated. During his previous term, this MP was a nominated representative; the term ended on 26th Aug, 2009. (Data corresponds to the period from 1 Jun 2009 to 7 Aug 2019.)",111.6,1.9,503,,126.1,0.4,494,81%,,Rajya Sabha
2285,Ram Kripal Yadav (RS),Elected,"Thursday, July 8, 2010","Friday, May 16, 2014",First Term,Bihar,,Rashtriya Janata Dal,Male,Professional Graduate,"B.A.(Hons.), LL.B. ; Educated at Magadh University, Patna (Bihar)",62,121,0,329,79%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),30.2,0.7,215,79,46.5,0.1,292,79%,,Rajya Sabha
2286,Ram Kumar Kashyap,Elected,"Thursday, April 10, 2014","Monday, November 4, 2019",First Term,Haryana,,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Economics), LL.B. Educated at Kurukshetra University , Kurukshetra (Haryana)",68,86,0,442,98%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),82.4,1.3,291,79,48.6,0,205,86%,,Rajya Sabha
2287,Ram Narain Dudi,Elected,"Thursday, April 10, 2014",In office,First Term,Rajasthan,,Bharatiya Janata Party,Male,Post Graduate,"M. A. (History) Educated at Jainarayan Vyas University, Jodhpur (Rajasthan)",71,28,0,194,94%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),91,1.4,308,79,75,2.8,291,85%,,Rajya Sabha
2288,Ram Narayan Sahu,Elected,"Monday, July 5, 2004","Sunday, July 4, 2010",First Term,Uttar Pradesh,,Samajwadi Party,Male,Under Matric,"Under Martric, Educated at Vishnu Narayan Inter College, Lucknow",81,14,0,0,76%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),10.1,0.3,78,79,8.4,0.4,58,82%,,Rajya Sabha
2289,Ram Nath Thakur,Elected,"Thursday, April 10, 2014",In office,First Term,Bihar,,Janata Dal (United),Male,Inter/ Higher Secondary,"Intermediate (Arts) Educated at G.K.P. College, Samastipur, L.N.M. University, Darbhanga, (Bihar)",69,158,0,519,96%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),91,1.4,308,79,120.9,0.1,169,79%,,Rajya Sabha
2290,Ram Prakash,Elected,"Thursday, April 10, 2008","Wednesday, April 9, 2014",Second Term,Haryana,,Indian National Congress,Male,Doctorate,"M.Sc.(Hons.), Ph.D. in Chemistry, UNESCO Course in Analytical Chemistry, D.Sc. (Honoris causa) Educated at D.A.V. College, Ambala City, Panjab University, Chandigarh, Charles University, Prague (Praha) and Heyrovsky Institute of Polarography, Prague (Prah",80,42,0,198,95%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,28.5,2.3,206,86%,,Rajya Sabha
636300,Ram Shakal,Nominated,"Saturday, July 14, 2018",In office,First Term,,,Bharatiya Janata Party,Male,Information not available,Information not available,56,7,0,26,88%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),29.1,0.4,75,79,22.4,0.5,34,74%,,Rajya Sabha
2291,Ram Vichar Netam,Elected,"Thursday, June 30, 2016",In office,First Term,Chhattisgarh,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Higher Secondary,56,25,0,283,87%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),55.7,0.9,188,79,58,0,314,86%,,Rajya Sabha
2292,Ram Vilas Paswan (RS),Elected,"Monday, July 1, 2019",In office,Second Term,Bihar,,Lok Jan Shakti Party,Male,Post Graduate,"M.A., LL.B., D.Litt (Honoris Causa) conferred by Bundelkhand University, Jhansi (Madhya Pradesh) ; Educated at Kosi College, Khagaria and Patna University, Patna (Bihar)",73,69,0,204,76%,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation.  They do not sign the attendance register, ask questions, or introduce private member bills. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",30.2,0.7,215,79,46.5,0.1,292,79%,,Rajya Sabha
2293,Rama Chandra Khuntia,Elected,"Thursday, April 3, 2008","Wednesday, April 2, 2014",Second Term,Odisha,,Indian National Congress,Male,Professional Post Graduate,"Graduate in Law, M.B.A. Educated at Utkal University and Sikkim Manipal University",66,99,5,777,80%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,55.2,0.5,260,77%,,Rajya Sabha
2294,Ramchandra Prasad Singh,Elected,"Friday, July 8, 2016",In office,Second Term,Bihar,,Janata Dal (United),Male,Post Graduate,"B.A. (Hons.) in History, M.A. (International Relations) ; Educated at High School, Hussainpur, Nalanda, Science College, Patna University, Patna College, Patna University, Patna and Jawaharlal Nehru University, New Delhi",61,65,0,371,66%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),121.1,2.1,524,79,167.4,0.2,461,79%,,Rajya Sabha
2295,Ramdas Agarwal,Elected,"Tuesday, April 4, 2006","Tuesday, April 3, 2012",Third Term,Rajasthan,,Bharatiya Janata Party,Male,Inter/ Higher Secondary,"Intermediate, Hindi Visharad Educated at Jaipur Maharaja College, Jaipur",82,24,0,410,64%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),24,0.6,182,79,27,0.5,304,85%,,Rajya Sabha
2296,Ramdas Bandu Athawale,Elected,"Thursday, April 3, 2014",In office,First Term,Maharashtra,,Republican Party of India (A),Male,Under Graduate,"Under Graduate Educated at Siddharth College, Mumbai",59,40,0,378,79%,"This MP was appointed a minister in July 2016. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 11th May, 2016. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",35.3,0.6,120,79,31.4,1.9,195,75%,,Rajya Sabha
2297,Ramkumar Verma,Elected,"Tuesday, July 5, 2016",In office,First Term,Rajasthan,,Bharatiya Janata Party,Male,Information not available,Information not available,62,44,1,124,97%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),55.7,0.9,188,79,39.4,2.5,175,85%,,Rajya Sabha
2298,Ranbir Singh Parjapati,Elected,"Monday, August 2, 2010","Saturday, November 1, 2014",First Term,Haryana,,Indian National Lok Dal,Male,Inter/ Higher Secondary,"Intermediate Educated at Arya School, Hisar and Board of Secondary Education, Bhopal",55,16,0,60,72%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),36.8,0.8,233,79,18.5,2.3,163,86%,,Rajya Sabha
2299,Ranee Narah,Elected,"Sunday, April 3, 2016",In office,First Term,Assam,,Indian National Congress,Female,Graduate,"B.A.; Educated at Gauhati University, Guwahati (Assam)",54,9,0,120,46%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),60.7,0.9,201,79,52.8,0.8,191,84%,,Rajya Sabha
2300,Rangasayee Ramakrishna,Elected,"Tuesday, April 3, 2012","Monday, April 2, 2018",First Term,Karnataka,,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Economics), B.L. Educated at Sri Ramakrishna Mission High School, Chennai, Loyola College, Madras University and Madras Law College, Madras University, Chennai",85,31,1,79,97%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),78.1,1.4,341,79,57.4,1.3,348,73%,,Rajya Sabha
2301,Ranjib Biswal,Elected,"Thursday, April 3, 2014",In office,First Term,Odisha,,Indian National Congress,Male,Post Graduate,"B.A.(Hons.), M.A. Educated at BJB College, Bhubaneswar, Odisha and St. Stephen's College, University of Delhi, Delhi",49,23,0,511,69%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),91,1.4,308,79,90.5,0.8,339,77%,,Rajya Sabha
2302,Ranjitsinh Vijaysinh Mohite-Patil,Elected,"Tuesday, August 4, 2009","Monday, April 2, 2012",First Term,Maharashtra,,Nationalist Congress Party,Male,Graduate,,47,17,0,210,78%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),20.3,0.5,160,79,19.5,0.2,217,75%,,Rajya Sabha
2303,Ranvijay Singh Judev,Elected,"Thursday, April 10, 2014",In office,First Term,Chhattisgarh,,Bharatiya Janata Party,Male,Under Graduate,"B.Com. (Part-II) Educated at Delhi University, New Delhi",50,111,0,51,96%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),91,1.4,308,79,81.5,0,418,86%,,Rajya Sabha
2304,Rashid Masood,Elected,"Monday, July 5, 2010","Thursday, September 19, 2013",Third Term,Uttar Pradesh,,Indian National Congress,Male,Professional Post Graduate,"B.Sc., LL.M. Educated at Aligarh Muslim University, Aligarh (Uttar Pradesh)",72,0,0,226,73%,"This MP was re-elected/nominated. During his previous term, he was affiliated with SP; the term ended on 9th Mar, 2012. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",29.2,0.7,197,79,25.4,1.2,141,82%,,Rajya Sabha
2305,Ravi Prakash Verma,Elected,"Wednesday, November 26, 2014",In office,First Term,Uttar Pradesh,,Samajwadi Party,Male,Professional Graduate,"B.A., LL.B. Educated at Sardar Patel Vidyalaya,New Delhi, Krishak Samaj Inter College, Gola Gokaran Nath, Kheri, Allahabad University, Allahabad and Lucknow University, Lucknow,",59,179,0,359,90%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),84.2,1.4,285,79,104.6,0.5,266,82%,,Rajya Sabha
2306,Ravi Shankar Prasad (RS),Elected,"Monday, April 3, 2006","Wednesday, May 22, 2019",Fourth Term,Bihar,,Bharatiya Janata Party,Male,Post Graduate,"B.A.Hons., M.A. (Pol.Science), LL.B.; Educated at Patna University",65,104,0,761,77%,"This MP was appointed a minister in May 2014. Ministers represent the government, so we do not report their participation. Participation and attendance details for this MP are thus available only till 21st Feb, 2014. (Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.)",40.3,1,293,79,59.2,0.1,386,79%,,Rajya Sabha
2307,Rekha,Nominated,"Friday, April 27, 2012","Thursday, April 26, 2018",First Term,,,Independent,Female,Matric,"Matriculation Educated at Sacred Heart Convent, Church Park, Chennai",65,0,0,0,5%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),78,1.4,341,79,31.3,0.8,80,74%,,Rajya Sabha
2308,Renubala Pradhan,Elected,"Thursday, April 3, 2008","Wednesday, April 2, 2014",First Term,Odisha,,Biju Janata Dal,Female,Matric,"Matric, Educated at Mahatma Gandhi High School, Sheragada, Distt. Ganjam, Orissa",55,9,0,177,63%,(Data corresponds to the period from 1 Jun 2009 to 13 Dec 2019.),40.3,1,293,79,55.2,0.5,260,77%,,Rajya Sabha
